Salary,Designation,JobCity,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Experience,Age,AgeJ,gapgrad,Max_score
270000,asp.net developer,Noida,m,49.0,Others,2005,52.0,Others,2,B.Tech/B.E.,Information Technology Department,68.0,0,Uttar Pradesh,2011,545,375,565,70.4090412131314,-0.880999999999999,-1.5273,-0.344,0.5323,-0.9194,3.0,26.0,24.0,2,465.0
320000,java software engineer,Bangalore,m,89.1,State,2009,97.8,State,1,B.Tech/B.E.,Electronics and Communication Engineering Department,85.7,1,Telangana,2013,500,595,870,96.06032519970529,-0.4463,-0.2871,-1.2196,1.0333,0.0973,1.0,24.0,24.0,1,475.0
300000,quality assurance engineer,Noida,f,73.6,CBSE,2006,67.4,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,72.0,0,Haryana,2011,535,545,325,49.359638730103796,-0.159,-0.4536,0.7785,-0.3612,-1.0524,1.0,26.0,23.0,0,446.0
230000,technical support engineer,Noida,m,52.0,Others,2007,65.0,Others,2,B.Tech/B.E.,Information Technology Department,67.68,0,Uttar Pradesh,2012,425,365,275,7.4546265235855795,-0.1855,-0.2793,-1.0697,0.7086,-1.0774,1.0,25.0,25.0,2,255.0
300000,java software engineer,Chennai,f,81.0,CBSE,2010,70.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,68.0,0,Uttar Pradesh,2014,525,505,465,48.674700843819295,0.8463,0.0459,0.6248,-0.995,1.0554,2.0,22.0,22.0,0,376.0
120000,android developer,Dehradun,m,83.0,ICSE,2008,73.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,62.0,0,Punjab,2014,580,580,650,86.46854133700849,0.4155,0.2124,1.2396,-0.8682,-0.0943,0.0,24.0,24.0,0,525.0
130000,system administrator,Hyderabad,m,87.33,Others,2006,85.4,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,64.0,1,Telangana,2010,405,485,445,69.4479327708463,-0.880999999999999,-2.7754,1.1074,-0.1727,-0.1295,2.0,27.0,23.0,1,366.0
440000,sharepoint developer,Others,m,83.1,Others,2008,87.1,State,2,B.Tech/B.E.,Information Technology Department,68.75,1,Telangana,2012,465,545,545,67.0743151433127,-0.5719,-0.4353,0.163999999999999,-0.7603,-1.7093,3.0,24.0,22.0,1,455.0
325000,system analyst,Mysore,f,86.4,CBSE,2010,85.4,State,2,B.Tech/B.E.,Information Technology Department,77.0,1,Tamil Nadu,2014,640,530,430,0.0,-0.7335,-1.6191,-1.0659,1.9207,0.0973,0.0,22.0,22.0,0,445.0
100000,production engineer,Pune,m,63.0,Others,2009,80.0,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,50.0,1,Maharashtra,2012,315,345,295,37.60595866515449,-0.5332,-0.4353,-0.1988,1.5018,-1.2354,1.0,26.0,24.0,1,300.0
400000,test engineer,Bangalore,m,91.0,CBSE,2010,87.2,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,87.9,0,Uttar Pradesh,2015,440,425,560,33.8786347219528,-0.4463,1.2114,1.3933,-0.3612,0.0973,1.0,23.0,23.0,0,446.0
400000,quality assurance automation engineer,Bangalore,m,72.0,CBSE,2009,67.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,57.5,1,Karnataka,2013,520,570,515,84.2248322257836,1.1336,0.0459,0.6248,-1.6289,0.2889,2.0,23.0,22.0,1,525.0
340000,software engineer,Hyderabad,f,88.34,CBSE,2007,71.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,90.44,0,Uttar Pradesh,2012,525,505,485,5.87928000083534,1.2828,1.2028,-0.7068,-0.6428,0.5024,2.0,24.0,23.0,2,200.0
180000,java software engineer,Kolkata,m,68.4,State,2008,69.4,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,76.0,1,West Bengal,2013,455,570,620,0.0,0.8463,-0.2871,-0.9122,-0.8682,-0.0943,1.0,25.0,23.0,0,465.0
240000,sales management trainee,Others,m,91.67,CBSE,2007,74.2,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,63.8,0,Maharashtra,2012,675,500,545,82.46664006713321,1.2828,0.9688,0.4906,0.6498,0.5024,1.0,25.0,23.0,0,400.0
330000,research associate,Hyderabad,m,77.4,State,2007,88.1,State,2,B.Tech/B.E.,Computer Science Department ,65.61,1,Telangana,2011,580,595,720,0.0,-0.2632,1.5081,0.2113,-1.3255,-0.0844,2.0,24.0,24.0,3,445.0
425000,senior software engineer,Bangalore,m,87.3,Others,2008,94.2,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,79.51,1,Telangana,2012,435,435,495,12.450207400953698,1.1283,1.7488,2.1234,-0.9953,1.0158,3.0,24.0,23.0,1,545.0
400000,programmer analyst,Kolkata,f,74.0,Others,2008,61.0,Others,2,B.Tech/B.E.,Computer Science Department ,65.0,1,West Bengal,2012,554,375,475,24.545565999982895,-1.2287,0.6568,-0.6343,-0.26087,-0.1295,3.0,26.0,23.0,0,335.0
190000,application developer,Pune,m,75.2,State,2006,78.0,State,2,MCA,Computer Science Department ,73.0,0,Madhya Pradesh,2013,405,510,430,35.653648772447504,0.2718,-0.2871,0.1637,-0.1076,-0.2859,1.0,26.0,27.0,2,346.0
120000,software developer,Pune,f,67.0,CBSE,2008,61.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,75.0,0,Chhattisgarh,2012,370,410,320,48.8347976782714,-0.159,-0.2871,-0.9122,-0.6147,-0.6692,0.0,25.0,24.0,2,405.0
320000,system engineer,Bangalore,m,84.0,State,2009,76.0,State,2,B.Tech/B.E.,Computer Science Department ,76.0,1,West Bengal,2013,370,390,575,74.47583540089391,0.99,0.5454,1.0859,-0.3612,0.4805,2.0,24.0,23.0,1,438.0
450000,system engineer,Bangalore,f,48.8,State,2005,48.8,Others,2,B.Tech/B.E.,Computer Science Department ,72.5,1,Karnataka,2014,430,385,295,91.13952783913281,0.99,0.3789,1.0859,0.653,0.4805,1.0,25.0,25.0,0,515.0
500000,senior engineer,Bangalore,m,75.38,Others,2007,72.0,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,68.75,1,Karnataka,2011,325,495,565,37.60595866515449,0.0464,-2.1513,1.1074,0.0623,0.8183,4.0,25.0,22.0,1,300.0
445000,java software engineer,Calicut,m,84.0,Others,2006,71.0,Others,2,B.Tech/B.E.,Computer Science Department ,65.0,0,Kerala,2010,615,534,415,94.21165514850081,-0.2628,1.2808,0.3817,-2.0529,-0.2875,6.0,26.0,22.0,0,575.0
500000,senior project engineer,Bangalore,m,55.52,Others,2005,60.05,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,61.95,1,Karnataka,2009,495,455,385,53.8386892985096,0.8192,0.6568,0.2366,0.0623,0.3444,5.0,31.0,26.0,1,355.0
205000,software quality assurance analyst,Gandhinagar,m,82.0,State,2008,79.6,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,68.0,0,Gujarat,2012,350,520,450,78.3303536670298,-0.5899,0.5454,0.1637,1.1601,1.247,1.0,23.0,21.0,1,388.0
170000,software engineer,Others,m,70.0,CBSE,2010,70.0,CBSE,2,B.Tech/B.E.,Information Technology Department,70.0,0,Uttar Pradesh,2014,405,390,325,45.087658448345096,0.5591,-0.2871,1.3933,2.0475,-0.0943,1.0,21.0,20.0,0,395.0
305000,site manager,Lucknow,m,78.6,ICSE,2010,80.0,ICSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,69.29,0,Uttar Pradesh,2014,640,540,440,42.3951396376433,-0.0154,-0.9531,-1.3733,-0.3612,-1.244,2.0,22.0,21.0,0,388.0
515000,quality associate,Others,f,86.6,State,2007,92.0,State,2,B.Tech/B.E.,Computer Science Department ,77.96,1,Telangana,2011,495,555,425,79.3580614548506,0.8192,0.8128,0.5269,-1.4653,0.1864,3.0,25.0,21.0,0,495.0
390000,application developer,Hyderabad,m,87.5,State,2008,96.5,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,79.1,0,Andhra Pradesh,2012,525,565,645,69.4479327708463,-0.2628,0.8518,-0.7068,-0.52527,-0.4455,3.0,24.0,22.0,0,475.0
165000,customer service representative,Bangalore,m,71.05,Others,2008,69.07,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,58.0,1,Telangana,2012,425,465,355,53.8386892985096,-0.4173,-0.7473,-0.4891,0.4148,-0.16899999999999898,1.0,23.0,23.0,2,333.0
430000,software engineer,Hyderabad,f,81.0,Others,2008,89.0,Others,2,B.Tech/B.E.,Computer Science Department ,77.24,1,Telangana,2012,435,365,475,30.840058286030803,0.3941,0.9688,0.0914,0.973,-0.6035,3.0,23.0,21.0,0,355.0
630000,business analyst consultant,Bangalore,m,91.4,CBSE,2009,82.3,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,89.3,0,Punjab,2013,485,535,735,69.4479327708463,-0.159,-0.2871,0.01,-0.3612,0.4805,2.0,23.0,22.0,1,366.0
85000,software engineer,Ghaziabad,m,71.0,CBSE,2010,61.0,CBSE,2,B.Tech/B.E.,Computer Science Department ,66.0,0,Uttar Pradesh,2014,580,505,380,62.2642915849938,1.5644,1.3779,1.0859,-1.8824,0.2889,1.0,20.0,20.0,1,407.0
330000,software engineer,Chennai,m,85.0,State,2009,81.0,State,2,B.Tech/B.E.,Computer Science Department ,76.7,1,West Bengal,2013,455,530,440,62.2642915849938,1.7081,0.8784,1.7007,0.1459,0.8637,1.0,23.0,23.0,1,455.0
275000,business development executive,Mumbai,f,75.6,Others,2006,77.0,Others,2,B.Tech/B.E.,Mechanical Engineering Department,70.66,0,Uttar Pradesh,2011,505,404,524,53.586281949989605,0.6646,1.7488,0.2366,0.5323,0.6603,1.0,27.0,24.0,0,393.0
150000,asp.net developer,Others,m,70.0,State,2008,56.6,State,2,B.Tech/B.E.,Information Technology Department,71.18,0,Madhya Pradesh,2012,205,555,470,63.597875645679395,-1.5765,0.3448,-0.6343,-0.2609,-0.2875,1.0,24.0,22.0,0,445.0
210000,it recruiter,Delhi,m,69.0,CBSE,2007,66.6,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,67.0,0,Uttar Pradesh,2012,455,495,544,0.0,0.5591,-0.2871,0.1637,0.1459,0.2889,2.0,26.0,25.0,1,455.0
300000,sql dba,Hyderabad,f,84.0,State,2011,89.3,State,2,B.Tech/B.E.,Computer Science Department ,79.0,1,Telangana,2015,500,375,520,35.653648772447504,1.4208,1.7109,1.2396,0.1459,0.6721,1.0,21.0,21.0,0,346.0
100000,java developer,Others,f,84.2,State,2010,86.3,State,2,B.Tech/B.E.,Computer Science Department ,75.27,0,Andhra Pradesh,2014,430,545,645,97.8799292641428,-1.4517,-1.6191,-1.6807,-0.995,-2.5853,1.0,21.0,21.0,0,625.0
365000,systems engineer,Thiruvananthapuram,m,87.8,Others,2007,85.4,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,69.3,0,Rajasthan,2011,555,615,715,69.4479327708463,0.6646,0.9688,0.9623,-1.1128,0.5024,1.0,25.0,22.0,0,366.0
305000,software engineer,Mumbai,m,88.8,State,2010,94.6,State,2,B.Tech/B.E.,Electrical and Power engineering Department,80.6,1,Telangana,2014,510,525,720,93.8399136791175,-0.7335,-1.4526,-0.2974,-0.4879,-0.8608,1.0,22.0,21.0,0,553.0
450000,software engineer analyst,Others,m,84.0,CBSE,2008,83.0,CBSE,2,B.Tech/B.E.,Information Technology Department,74.5,1,Delhi,2012,725,465,555,60.0057182338341,-0.4173,0.7348,-0.0537,-0.52527,-0.4455,3.0,24.0,22.0,1,435.0
375000,systems engineer,Bangalore,m,90.4,Others,2008,65.0,Others,2,B.Tech/B.E.,Electrical and Power engineering Department,80.3,1,Karnataka,2012,615,620,750,22.948175491175494,0.2782,-0.4353,-0.1988,0.7086,-0.7615,2.0,25.0,23.0,1,355.0
200000,software engineer,Others,m,74.0,State,2009,79.23,State,2,B.Tech/B.E.,Computer Science Department ,69.0,1,Rajasthan,2013,345,485,590,56.3267823666597,-0.4463,-2.2851,-0.6048,2.1743,-2.7595,1.0,23.0,22.0,1,425.0
320000,design engineer,Bangalore,m,87.0,Others,2007,80.0,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,70.0,1,Karnataka,2011,685,555,554,82.46664006713321,0.9737,1.7488,0.9623,-2.1704,0.1864,2.0,25.0,22.0,0,400.0
120000,product development engineer,Faridabad,m,67.0,CBSE,2009,63.0,CBSE,2,B.Tech/B.E.,Mechanical Engineering Department,62.9,0,Uttar Pradesh,2014,395,365,315,11.655256491433699,0.2782,0.8128,-0.1988,1.06113,-0.4455,0.0,23.0,23.0,1,280.0
380000,assistant system engineer,Hyderabad,m,82.0,State,2009,79.6,State,2,B.Tech/B.E.,Mechanical Engineering Department,64.8,0,Madhya Pradesh,2013,485,555,605,41.4337426422751,0.7027,0.8784,0.4711,-1.5021,0.0973,2.0,23.0,22.0,1,366.0
240000,software engineer,Bangalore,m,86.0,Others,2007,84.0,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,72.0,0,Karnataka,2011,325,345,575,5.87928000083534,-0.2628,0.5008,0.3817,-0.2902,-0.4455,2.0,25.0,24.0,3,425.0
350000,software engineer,Bangalore,f,92.47,Others,2009,75.5,Others,2,B.Tech/B.E.,Information Technology Department,73.81,1,Karnataka,2013,395,470,455,60.0057182338341,1.2772,0.5454,0.1637,-0.4879,-0.4776,2.0,23.0,22.0,0,435.0
405000,system engineer,Hyderabad,m,93.0,State,2008,97.0,State,2,B.Tech/B.E.,Computer Science Department ,77.8,0,Andhra Pradesh,2012,555,655,565,94.21165514850081,-0.5719,-0.3183,-0.9245,0.64983,-1.5513,3.0,25.0,22.0,0,575.0
505000,software development engineer,Chennai,m,86.8,State,2010,84.75,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,80.0,0,Tamil Nadu,2014,510,520,590,83.7620725714257,0.1282,1.3779,2.008,0.1459,1.6302,1.0,22.0,21.0,0,500.0
325000,system engineer,Bangalore,f,93.44,State,2010,86.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,79.95,1,Karnataka,2014,745,545,500,88.16200695301771,0.8463,-0.1206,0.7785,-0.8682,0.0973,1.0,23.0,22.0,0,420.0
200000,desktop support technician,Delhi,m,87.2,CBSE,2010,74.0,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,62.82,0,Punjab,2014,520,485,500,89.57765015603849,-1.0208,0.7119,0.7785,0.0192,0.4805,1.0,23.0,22.0,0,526.0
340000,system engineer,Mumbai,m,84.8,Others,2008,89.2,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,72.0,0,Haryana,2012,605,595,675,82.46664006713321,-1.3447,0.0328,-0.7794,2.1187,-0.9194,2.0,23.0,20.0,0,400.0
160000,lecturer,Jaipur,m,68.33,Others,2005,77.54,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,71.82,1,Rajasthan,2010,505,635,625,12.450207400953698,-0.7264,-0.7473,0.2366,-0.0552,0.0284,2.0,26.0,22.0,0,415.0
550000,software engineer,Bangalore,m,67.2,CBSE,2007,60.8,State,2,B.Tech/B.E.,Information Technology Department,71.02,0,Chhattisgarh,2012,450,535,680,73.57957092246559,0.4155,-0.4536,-0.1437,-0.995,-1.0524,2.0,25.0,24.0,1,475.0
335000,network engineer,Bangalore,f,83.4,CBSE,2009,90.4,CBSE,1,B.Tech/B.E.,Electronics and Communication Engineering Department,86.6,0,Kerala,2013,485,585,650,82.46664006713321,0.1282,0.8784,-2.2954,-0.4879,-1.244,2.0,23.0,22.0,0,400.0
420000,software engineer,Mumbai,m,89.0,State,2010,82.2,State,2,B.Tech/B.E.,Computer Science Department ,72.4,0,Tamil Nadu,2014,450,510,575,62.2642915849938,0.8463,0.8784,1.7007,-1.1218,0.8637,2.0,22.0,21.0,0,505.0
315000,quality assurance engineer,Others,m,77.0,State,2007,64.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,70.0,0,Uttar Pradesh,2012,475,585,560,53.8386892985096,0.1282,0.5454,0.7785,-0.4879,0.6721,2.0,24.0,23.0,1,333.0
400000,system engineer,Mumbai,f,82.2,CBSE,2008,77.0,CBSE,2,B.Tech/B.E.,Industrial Engineering Department,91.2,0,Andhra Pradesh,2012,524,555,405,41.4337426422751,-0.7264,-0.6693,-0.8157,-0.05527000000000001,-0.4455,4.0,24.0,22.0,0,366.0
310000,management trainee,Ahmednagar,m,86.0,ICSE,2009,88.0,Others,2,B.Tech/B.E.,Mechanical Engineering Department,77.75,0,Uttar Pradesh,2013,675,665,575,53.586281949989605,1.5644,1.2114,-0.6048,-0.3612,0.0973,1.0,23.0,22.0,0,393.0
150000,electrical design engineer,Pune,m,72.0,Others,2006,67.0,Others,2,B.Tech/B.E.,Electrical and Power engineering Department,59.8,1,Maharashtra,2009,525,505,445,53.8386892985096,0.51,0.3448,1.1074,0.4148,0.1864,2.0,25.0,21.0,1,355.0
300000,project engineer,Bangalore,f,96.0,Others,2005,92.0,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,80.0,1,Tamil Nadu,2009,315,475,565,69.4479327708463,-1.3447,-0.7473,-1.5051,1.1199,-1.3539,2.0,27.0,25.0,4,366.0
335000,programmer analyst,Hyderabad,m,85.33,State,2010,89.7,State,2,B.Tech/B.E.,Computer Science Department ,74.3,1,Telangana,2014,605,500,595,35.653648772447504,-1.1644,0.7119,0.7785,-1.7556,0.2889,1.0,22.0,22.0,0,415.0
350000,senior software engineer,Noida,m,76.8,Others,2008,67.2,Others,2,B.Tech/B.E.,Information Technology Department,60.08,0,Uttar Pradesh,2012,525,365,565,63.597875645679395,0.0464,0.1498,-0.1626,0.5323,-0.4455,3.0,24.0,23.0,1,445.0
380000,programmer analyst,Kolkata,m,77.0,Others,2007,73.4,Others,2,B.Tech/B.E.,Information Technology Department,77.07,1,West Bengal,2012,355,455,515,56.3267823666597,-0.880999999999999,-1.5273,-1.0697,0.40413000000000004,-1.5513,3.0,25.0,23.0,1,425.0
150000,technical support engineer,Bangalore,m,60.0,CBSE,2009,55.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,52.0,1,Karnataka,2014,360,470,440,5.31603052826837,-0.3027,-0.6201,-0.4511,-0.4879,-1.0524,1.0,24.0,23.0,0,196.0
330000,project engineer,Bangalore,m,91.4,CBSE,2010,87.8,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,77.0,0,Jharkhand,2015,525,460,510,64.93897148466911,-2.1698,0.5454,-0.1437,0.1459,-0.2859,1.0,23.0,23.0,0,565.0
350000,continuous improvement engineer,Nashik,m,87.4,CBSE,2008,81.2,CBSE,2,B.Tech/B.E.,Mechanical Engineering Department,75.0,0,Maharashtra,2013,465,655,575,71.45293632434469,-0.5719,0.8128,0.5269,1.2374,-0.643,2.0,24.0,23.0,0,435.0
140000,technical support engineer,Delhi,m,73.0,CBSE,2007,63.0,Others,2,B.Tech/B.E.,Electronics and Communication Engineering Department,67.69,0,Haryana,2012,515,575,575,82.46664006713321,-1.3447,-0.1232,-2.2308,0.3561,0.3444,2.0,25.0,23.0,0,400.0
515000,software engineer,Others,m,84.8,CBSE,2009,84.6,CBSE,2,B.Tech/B.E.,Computer Science Department ,80.8,1,Delhi,2013,625,585,795,91.13952783913281,0.2718,0.3789,0.9322,-0.1076,-1.4356,2.0,23.0,21.0,0,575.0
200000,process advisor,Chennai,f,78.0,Others,2008,80.0,Others,2,B.Tech/B.E.,Computer Science Department ,78.0,0,Tamil Nadu,2012,495,495,435,63.597875645679395,-1.1901,1.1248,-0.1988,2.1774,0.6603,3.0,24.0,22.0,1,445.0
230000,customer service representative,Hyderabad,m,73.0,CBSE,2008,83.0,State,2,B.Tech/B.E.,Information Technology Department,64.0,1,Telangana,2012,475,335,345,37.7551419424541,-0.4173,0.0328,-0.344,0.5323,-0.7615,1.0,25.0,25.0,2,375.0
325000,system engineer,Others,m,86.4,CBSE,2009,86.2,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,81.4,1,West Bengal,2014,720,630,750,33.8786347219528,1.2772,1.0449,0.7785,-1.2486,0.6721,1.0,23.0,23.0,0,485.0
350000,software engineer,Gurgaon,m,85.4,CBSE,2010,67.8,CBSE,2,B.Tech/B.E.,Computer Science Department ,82.67,0,Uttarakhand,2014,695,535,485,62.2642915849938,-2.0262,0.0459,0.4711,-0.995,0.2889,1.0,22.0,22.0,0,495.0
105000,software developer,Bhopal,f,78.6,State,2009,66.6,State,2,B.Tech/B.E.,Information Technology Department,74.3,0,Madhya Pradesh,2013,345,440,545,63.597875645679395,-1.308,-0.9531,-0.2974,1.1601,-1.0524,1.0,23.0,22.0,0,445.0
275000,software engineer,Bhubaneswar,m,80.42,ICSE,2010,65.16,State,2,B.Tech/B.E.,Computer Science Department ,74.0,0,Orissa,2014,710,480,535,14.4789889482462,1.4208,0.8784,0.7785,-0.1076,0.2889,2.0,24.0,23.0,0,465.0
260000,software engineer,Delhi,m,58.0,State,2008,65.0,State,2,B.Tech/B.E.,Information Technology Department,69.8,0,Uttar Pradesh,2012,445,385,405,70.4090412131314,1.9011,1.6708,1.4702,-0.2902,0.9763,2.0,24.0,22.0,0,465.0
300000,software engineer,Others,m,84.5,State,2009,74.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,79.8,1,West Bengal,2013,535,590,605,33.8786347219528,0.5591,-0.1206,0.6248,0.9066,-0.6692,1.0,23.0,23.0,1,365.0
175000,data analyst,Hyderabad,f,91.3,State,2009,90.7,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,71.65,1,Telangana,2013,525,520,450,20.7392169717661,1.1336,0.2124,1.0859,-0.7415,-0.0943,1.0,22.0,22.0,1,455.0
350000,etl developer,Hyderabad,m,82.33,State,2009,84.0,State,2,B.Tech/B.E.,Computer Science Department ,68.6,0,Andhra Pradesh,2013,605,595,720,94.21165514850081,-0.8772,0.0459,0.4711,1.4136,0.6721,2.0,23.0,21.0,0,575.0
200000,sales and service engineer,Others,m,71.0,State,2007,69.0,State,2,B.Tech/B.E.,Electronics and Communication Engineering Department,64.28,0,Uttar Pradesh,2012,500,460,545,94.3272157866555,-0.4463,0.2124,0.01,-0.6147,1.0554,1.0,24.0,22.0,1,452.0
275000,project engineer,Others,f,78.0,Others,2006,53.0,Others,2,B.Tech/B.E.,Computer Science Department ,65.0,0,Orissa,2011,475,485,525,60.0057182338341,0.6646,0.8128,-0.344,-0.2902,0.1864,2.0,26.0,24.0,1,435.0
395000,programmer analyst,Hyderabad,f,83.3,Others,2007,80.1,State,2,B.Tech/B.E.,Computer Science Department ,63.5,1,Telangana,2011,485,315,405,48.8347976782714,0.6646,0.9688,1.4267,0.8457,1.3976,4.0,24.0,21.0,0,405.0
520000,technical support specialist,Hyderabad,m,78.25,State,2009,74.6,State,2,B.Tech/B.E.,Information Technology Department,78.6,1,West Bengal,2013,720,450,590,86.46854133700849,-0.8772,0.7119,0.4711,-0.1076,0.6721,2.0,23.0,22.0,0,525.0
80000,software developer,Indore,m,81.0,CBSE,2006,61.0,CBSE,2,B.Tech/B.E.,Information Technology Department,67.5,0,Madhya Pradesh,2011,445,465,475,56.3267823666597,-0.5719,-0.5913,0.8171,0.2973,-0.1295,0.0,25.0,23.0,1,425.0
215000,project manager,Gurgaon,m,74.0,CBSE,2006,64.0,State,2,B.Tech/B.E.,Information Technology Department,76.0,0,Uttar Pradesh,2011,510,400,324,0.0,0.5591,-0.4536,1.0859,-2.0092,-0.6692,1.0,25.0,24.0,2,445.0
275000,training specialist,Others,f,95.52,State,2009,94.33,Others,2,B.Tech/B.E.,Information Technology Department,83.63,1,Karnataka,2013,580,620,620,96.8237495890543,0.2718,1.0449,0.1637,-0.6147,0.6721,1.0,24.0,22.0,0,605.0
700000,product manager,Jaipur,m,87.4,CBSE,2009,74.0,State,1,M.Tech./M.E.,Chemical Engineering Department,72.79,0,Uttarakhand,2014,625,450,655,0.0,-0.3027,-0.4536,-0.6048,-0.8682,0.0973,2.0,23.0,23.0,0,445.0
240000,software engineer,Others,f,86.6,CBSE,2009,78.8,CBSE,2,B.Tech/B.E.,Electronics and Communication Engineering Department,72.8,0,Karnataka,2013,735,505,450,27.9258511565122,-0.0154,-0.6201,-0.6048,-0.6147,-0.6692,2.0,23.0,22.0,1,515.0
300000,system engineer,Greater Noida,m,63.0,State,2008,61.0,State,2,B.Tech/B.E.,Computer Science Department ,70.64,0,Uttar Pradesh,2012,415,365,465,88.4122511593735,0.8192,1.4368,0.5269,-1.1128,0.0679,3.0,22.0,21.0,1,535.0
